time,open,high,low,close,volume
2026-07-21 07:15:00,4045.81,4046.16,4044.43,4045.75,58
2026-07-21 07:16:00,4045.76,4046.17,4045.69,4046.14,47
2026-07-21 07:17:00,4046.22,4046.22,4045.4,4045.43,52
2026-07-21 07:18:00,4045.46,4045.53,4044.49,4044.73,55
2026-07-21 07:19:00,4044.77,4044.81,4043.69,4043.82,71
2026-07-21 07:20:00,4043.89,4046.55,4043.89,4046.28,68
2026-07-21 07:21:00,4046.29,4046.41,4045.82,4045.9,60
2026-07-21 07:22:00,4045.38,4045.41,4044.17,4044.52,56
2026-07-21 07:23:00,4044.53,4045.19,4044.52,4045.05,49
2026-07-21 07:24:00,4045.06,4045.25,4044.65,4044.82,53
2026-07-21 07:25:00,4044.81,4045.14,4044.22,4044.37,47
2026-07-21 07:26:00,4044.36,4044.41,4043.77,4043.91,57
2026-07-21 07:27:00,4043.9,4044.11,4043.6,4043.84,55
2026-07-21 07:28:00,4043.86,4044.63,4043.81,4044.5,51
2026-07-21 07:29:00,4044.51,4044.59,4043.93,4044.55,54
2026-07-21 07:30:00,4044.51,4045.23,4044.27,4044.91,52
2026-07-21 07:31:00,4044.92,4045.76,4044.92,4045.16,58
2026-07-21 07:32:00,4045.13,4045.32,4044.77,4045.06,56
2026-07-21 07:33:00,4045.06,4045.54,4044.86,4045.08,35
2026-07-21 07:34:00,4045.09,4045.49,4045.02,4045.37,64
2026-07-21 07:35:00,4045.33,4045.79,4045.07,4045.58,67
2026-07-21 07:36:00,4045.58,4045.58,4045.15,4045.2,47
2026-07-21 07:37:00,4045.04,4046.31,4045.04,4046.23,48
2026-07-21 07:38:00,4046.24,4046.35,4045.92,4046.03,44
2026-07-21 07:39:00,4046.1,4046.32,4045.94,4045.94,59
2026-07-21 07:40:00,4045.85,4046.06,4045.56,4045.63,43
2026-07-21 07:41:00,4045.58,4045.72,4044.91,4045.03,47
2026-07-21 07:42:00,4045.01,4047.38,4044.91,4047.36,63
2026-07-21 07:43:00,4047.16,4047.24,4046.45,4046.97,68
2026-07-21 07:44:00,4046.84,4046.95,4046.44,4046.78,46
2026-07-21 07:45:00,4046.96,4046.96,4045.51,4045.91,55
2026-07-21 07:46:00,4046.1,4046.71,4045.68,4046.23,44
2026-07-21 07:47:00,4046.3,4047.22,4046.3,4047.21,52
2026-07-21 07:48:00,4047.22,4047.45,4046.63,4046.67,49
2026-07-21 07:49:00,4046.68,4046.75,4046.39,4046.4,40
2026-07-21 07:50:00,4046.38,4046.38,4045.55,4045.72,65
2026-07-21 07:51:00,4045.73,4045.84,4045.31,4045.5,50
2026-07-21 07:52:00,4045.56,4046.99,4045.41,4046.99,46
2026-07-21 07:53:00,4046.93,4047.13,4046.14,4046.57,50
2026-07-21 07:54:00,4046.56,4047.18,4046.49,4047.09,44
2026-07-21 07:55:00,4047.11,4047.51,4046.57,4047.51,49
2026-07-21 07:56:00,4047.7,4048.34,4046.96,4048.08,64
2026-07-21 07:57:00,4048.11,4048.71,4048.0,4048.47,62
2026-07-21 07:58:00,4048.48,4048.92,4048.27,4048.92,75
2026-07-21 07:59:00,4048.91,4049.55,4048.13,4049.43,73
